HKAdirect 0.70beta(20201104beta).
Sebastian E. Ramos-Onsins, Emanuelle Raineri and Luca Ferretti

OUTPUT FILE: date Wed Nov  4 13:23:57 2020 

Input data from the file: ../examples/HKA1000loci.txt

Title: Title: Checking HKA test with 1000 loci from 9001 to 10000 using the file  ./cut_mstatspop_4OutgT2t100_1e6.txt  
nloci: 100

#IDloci	nsam	obs_S	obs_div	length_pol	length_div	factor_chrn	expHKA_S	expVar_S	expHKA_div	expVar_D	expHKA_theta	partialHKA
9080	4	303	510.50	10000.00	10000.00	1.00	216.94	19275.15	596.56	14598.51	0.01183	0.892	
9081	4	119	442.00	10000.00	10000.00	1.00	149.60	9213.04	411.40	7070.25	0.00816	0.234	
9082	4	190	489.25	10000.00	10000.00	1.00	181.14	13468.12	498.11	10259.98	0.00988	0.013	
9083	4	222	600.50	10000.00	10000.00	1.00	219.34	19701.57	603.16	14916.64	0.01196	0.001	
9084	4	66	516.75	10000.00	10000.00	1.00	155.40	9935.24	427.35	7612.53	0.00848	1.854	
9085	4	55	407.25	10000.00	10000.00	1.00	123.27	6276.75	338.98	4859.90	0.00672	1.702	
9086	4	673	466.00	10000.00	10000.00	1.00	303.74	37664.39	835.26	28283.90	0.01657	8.441	
9087	4	194	678.75	9999.00	9999.00	1.00	232.74	22168.20	640.01	16755.86	0.01270	0.157	
9088	4	138	491.75	10000.00	10000.00	1.00	167.94	11588.92	461.81	8852.74	0.00916	0.179	
9089	4	90	662.25	10000.00	10000.00	1.00	200.60	16496.99	551.65	12524.50	0.01094	1.718	
9090	4	217	542.50	10000.00	10000.00	1.00	202.54	16814.56	556.96	12761.71	0.01105	0.029	
9091	4	104	524.75	10000.00	10000.00	1.00	167.67	11552.41	461.08	8825.38	0.00915	0.810	
9092	4	479	408.50	10000.00	10000.00	1.00	236.67	22919.84	650.83	17316.01	0.01291	5.953	
9093	4	382	565.50	10000.00	10000.00	1.00	252.67	26106.53	694.83	19689.50	0.01378	1.490	
9094	4	154	440.50	9999.00	9999.00	1.00	158.54	10336.73	435.96	7913.82	0.00865	0.005	
9095	4	133	408.00	10000.00	10000.00	1.00	144.27	8572.99	396.73	6589.26	0.00787	0.034	
9096	4	194	594.00	10000.00	10000.00	1.00	210.14	18092.28	577.86	13715.76	0.01146	0.033	
9097	4	270	506.50	10000.00	10000.00	1.00	207.07	17571.08	569.43	13326.66	0.01129	0.523	
9098	4	216	514.25	10000.00	10000.00	1.00	194.74	15551.87	535.51	11818.30	0.01062	0.067	
9099	4	180	444.75	10000.00	10000.00	1.00	166.60	11406.95	458.15	8716.36	0.00909	0.036	
9100	4	105	482.00	10000.00	10000.00	1.00	156.54	10079.54	430.46	7720.83	0.00854	0.608	

Time to the ancestor (in 2N generations): 4.042	Chi-square value: 115.455	

Significance of Chi-square: Non-Significant, P(dgf=99) = 1.236e-01


Date of completion: Wed Nov  4 13:23:57 2020
Duration of the process: 0.000 seconds. (0h:0m:0s)
